bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-034_task-vni_run-02_bold	0.0007320037336652148	0.014532434318606097	1	28.900990570342447	1.3386423841282677	0.9866425672851802	0.3732024325567695	27651.806640625	0.077507045177315	26	1.6179215930304915	1.7084836737233875	1.595372834850533	1.8562948529862962	1.6737833333333334	0.0227018	-0.027093857526779175	0.02259712480008602	1607	82	82	56	7.954652609033998	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	59.079990388377865	14.671950187846358	85.95244598388672	20.36901092529297	288040.0	8.164872550964356	389.5502792358397	227.12042236328125	3.3082395407346272	368.42357460946795	3430.046630859375	3401.9912109375	37824.0	2854.9435791015626	4154.564282226562	427.66748046875	57.5983113180846
sub-034_task-vni_run-03_bold	0.000819719800747198	0.013884099526774595	2	28.782764249339586	1.3471781586542049	0.9953522736448582	0.3725479131001875	28134.11328125	0.07487816125515961	14	0.8717310087173101	1.7078653224568365	1.610073318834561	1.8368859818692822	1.6766366666666668	0.0142173	-0.02694579027593136	0.021609729155898094	1606	82	82	56	8.020827807334637	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	59.02086396729083	14.771555172019985	85.95576477050781	20.39788246154785	288170.0	8.199252128601074	387.45173950195294	228.23080444335938	3.235452781323988	369.0155658029166	3452.699462890625	3423.655517578125	37701.0	2881.902099609375	4175.552734375	426.8399963378906	59.76605610921979
sub-035_task-vni_run-01_bold	0.000914897324206596	0.012203380012445551	1	33.70063666412823	1.411816585778333	0.9984261239850561	0.39253819731845807	18570.267578125	0.11259238075319153	89	5.538270068450529	1.8011525630999834	1.7350439649569909	1.9068637243429594	1.76155	0.0116918	-0.016666235402226448	0.015858996659517288	1607	82	82	56	8.077263355497323	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	52.39667816176336	19.801551729921542	103.85419464111328	24.703174591064453	284679.0	8.87243366241455	483.4377868652339	272.01446533203125	3.0497597347655336	383.0380291683725	3407.145263671875	3386.08984375	40044.0	2812.197106933594	4085.756982421875	419.207275390625	60.35093726962805
sub-035_task-vni_run-02_bold	0.0006052274143302181	0.011588492629283489	3	34.37321417340396	1.448882224931421	1.005509297630924	0.39301589332826875	18516.208984375	0.10576673853736657	80	4.984423676012461	1.7911494537334758	1.7327790455847327	1.8905959822823617	1.7500733333333331	0.0118545	-0.016661081463098526	0.016729557886719704	1605	82	82	56	8.10072445961599	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	50.771474790706044	19.62715887939809	104.44029235839844	24.75420379638672	284668.0	9.041744232177734	488.52263793945247	273.5630187988281	3.4873996520863795	381.51977355178997	3406.669921875	3387.45166015625	40034.0	2817.024377441406	4082.9892944335934	418.1612854003906	62.83394949010108
sub-035_task-vni_run-03_bold	0.0006164445828144457	0.010623255728518055	2	33.33607093485986	1.4242781682492205	1.0048277083925246	0.39380363465615636	18340.458984375	0.09795010270475966	65	4.047322540473226	1.7726714070304856	1.7122658196205156	1.8689784014709412	1.73677	0.0117635	-0.016804272308945656	0.01793779991567135	1606	82	82	56	8.149526707900767	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	50.114913517873944	19.787108540622878	107.0198974609375	24.893524169921875	284814.0	9.043585777282715	505.7748321533203	280.75030517578125	3.5387963380701466	378.1815657978428	3409.270751953125	3389.694091796875	40013.0	2821.407568359375	4085.7489257812504	415.9323425292969	65.3296869029291
sub-036_task-vni_run-01_bold	0.00012932626325639428	0.010318899157829072	5	30.762254005312112	1.3358608298564305	0.9861754621598005	0.39843011198918765	18499.4296875	0.07347704414324105	1	0.06238303181534623	1.8281948661249545	1.7500618682982987	1.953316063409898	1.7812066666666666	0.0121125	-0.023559384047985077	0.024138839915394783	1603	82	82	56	7.569049226517974	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	38.939821647584566	19.273827426653167	99.0510025024414	23.764190673828125	282424.0	8.812227249145508	480.6645645141596	224.94613647460938	2.093114963739616	394.7842854901094	3291.98681640625	3261.693359375	41542.0	2689.7397949218753	4051.1881225585935	430.919921875	61.76347529981285
sub-036_task-vni_run-02_bold	0.00023746724890829694	0.010281738059887711	5	30.3554553639513	1.3291487351061175	0.9904395910923857	0.40049041813335007	17776.142578125	0.07040915601286718	2	0.12476606363069245	1.8235389700321918	1.7352688036683974	1.9542947730948446	1.7810533333333334	0.00934446	-0.024072803556919098	0.025668861344456673	1603	82	82	56	7.580639752128805	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	36.51038140317767	19.4255098996421	101.28192901611328	24.165313720703125	282267.0	9.058826637268066	491.66922607421884	228.98190307617188	2.1560808555627027	388.65244396603856	3273.3203125	3245.217529296875	41781.0	2669.4921875	4024.61572265625	428.08770751953125	62.740039229393005
sub-036_task-vni_run-03_bold	0.00014197630922693267	0.0130809802244389	4	30.10189388613849	1.2903490437804137	0.974536750524018	0.402278144705518	17366.341796875	0.0769359482218574	2	0.12468827930174564	1.8440721153250468	1.7576071909369746	1.9832758217048323	1.7913333333333332	0.00950759	-0.024287143722176552	0.02646946720778942	1604	82	82	56	7.543901665084261	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	36.49766097963956	19.88387720196409	103.38542175292969	24.413965225219727	281964.0	9.004987716674805	503.5319290161131	232.3633575439453	2.173297992042041	388.0798178162154	3267.697265625	3241.67236328125	41972.0	2657.3546508789063	4015.655798339844	429.7025451660156	56.005320409080014
sub-037_task-vni_run-01_bold	0.0006577957658779577	0.010622406282689912	2	29.191651736978226	1.273118328056074	0.9979889423551405	0.40628862195531756	16800.9921875	0.0864609595867674	34	2.1170610211706102	1.8105873301563005	1.706876303450033	1.9472123536855355	1.7776733333333334	0.0147885	-0.026468422263860703	0.023342005908489227	1606	82	82	56	7.603002670346067	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	23.18805892605534	18.902717348138165	117.03853607177734	22.92216682434082	285311.0	8.021170616149902	635.3521118164062	266.8989562988281	3.257595383878977	342.06141587509745	3017.14892578125	2993.853271484375	38898.0	2477.4499755859374	3669.0110839843755	393.7674255371094	59.251544130267575
sub-037_task-vni_run-02_bold	0.000853407960199005	0.014722181212686567	0	29.093569157983826	1.2654706909956446	0.9940107219290599	0.40597541575543716	16811.607421875	0.08507558110022771	72	4.477611940298507	1.80556276922346	1.709954609925321	1.9437670310783925	1.7629666666666666	0.0340544	-0.026447026059031487	0.025508804246783257	1608	82	82	56	7.63732757552482	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	22.63349483680448	19.700722291324748	117.39017486572266	23.01679039001465	285570.0	7.217661380767822	641.6502502441401	266.8541564941406	2.8962204753477776	341.7213512304964	3031.316162109375	3004.787841796875	38519.0	2492.0650634765625	3689.795654296875	393.4293518066406	49.92681264411658
sub-037_task-vni_run-03_bold	0.0005966853233830846	0.01991850031094527	0	28.75180767041069	1.1871299028500335	0.9533452609396399	0.405639184700851	16777.587890625	0.09354941544665958	72	4.477611940298507	1.8420803410837754	1.743171223084013	1.9790964668339797	1.8039733333333334	0.016829	-0.02514001913368702	0.0263240747153759	1608	82	82	56	7.671795206413661	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	22.433685606869545	19.939062486186003	118.4299545288086	23.363183975219727	285592.0	7.410789585113526	643.0634399414064	268.7865295410156	2.9224520791503616	341.234510414117	3045.874267578125	3022.1142578125	38565.0	2499.418701171875	3704.8866699218747	393.9201965332031	44.30210907757282
sub-038_task-vni_run-01_bold	0.0005441843088418431	0.0132212848381071	2	33.86772272826791	1.4352888500311536	0.9956504920747659	0.37230179816603787	24738.77734375	0.08934078261108296	60	3.7359900373599	1.7576846058607456	1.6736663031946175	1.870727514387619	1.7286599999999999	0.0196623	-0.019217077642679214	0.016510970890522003	1606	82	82	56	8.432815085490608	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	38.4123763547688	18.746701211399806	104.54820251464844	23.09464454650879	291577.0	8.232876777648926	518.7887695312501	254.96632385253906	2.7537237932835756	398.6415488059065	3646.8125	3628.229736328125	34739.0	3045.258544921875	4346.2888671875	430.2451171875	61.43126415554434
sub-038_task-vni_run-02_bold	0.0005639079029247045	0.015502823410080895	1	33.16496745503111	1.3961458761083458	0.9843840106475726	0.37288739800368903	24098.134765625	0.09385732844311326	87	5.413814561294338	1.7724685664472932	1.6808909000243748	1.868601465984171	1.7679133333333334	0.026987	-0.019177861511707306	0.01679634116590023	1607	82	82	56	8.55374440422922	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	38.54492808636961	19.33471929061168	105.61264038085938	23.457063674926758	291590.0	8.056285285949707	526.1509796142577	257.3144836425781	2.430673051011464	396.6768112956408	3655.3056640625	3637.37841796875	34733.0	3052.549609375	4346.8818359375	425.2320251464844	56.531027514487505
sub-038_task-vni_run-03_bold	0.0007204919053549192	0.01801824417808219	2	32.45552078312146	1.3898369054517141	1.0009379456261684	0.3740612937252355	24064.86328125	0.10627791683324986	123	7.658779576587796	1.8007845881782136	1.7314333197679315	1.906037111433376	1.7648833333333334	0.028537	-0.018819645047187805	0.016743190586566925	1606	82	82	56	8.564293772414779	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	38.113277161330856	19.079041612913404	105.94184112548828	23.42901611328125	291154.0	8.28371663093567	527.8556701660151	257.38720703125	2.5854530651731933	391.38237217208575	3643.552734375	3627.539794921875	34888.0	3034.6971435546875	4323.180834960938	423.5594787597656	51.54809555807151
sub-039_task-vni_run-01_bold	0.0006214747977598009	0.017208982184194154	1	26.679261154028627	1.232863904713575	0.9796212424782071	0.38278387101809597	23735.166015625	0.08829470936199334	57	3.5469819539514624	1.7493024462205806	1.6450522707164845	1.8439684012785913	1.7588866666666665	0.0125258	-0.018442118540406227	0.016799822449684143	1607	82	82	56	8.43418666631002	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	39.04451823317582	16.612157605978698	85.31282043457031	21.949596405029297	284772.0	8.932171821594238	356.547021484375	216.36175537109375	3.6878599004777666	353.8511078087047	3402.513671875	3391.07275390625	40164.0	2824.4239135742187	4047.2071533203125	402.05780029296875	51.72807241848204
sub-039_task-vni_run-02_bold	0.0006258177278401997	0.01954667858926342	6	27.297942775758887	1.2312909142161148	0.9888991452529665	0.3828891097887296	24309.09765625	0.11200010462929036	127	7.927590511860175	1.770272311961361	1.6618159805228323	1.885474288694584	1.7635266666666667	0.0173978	-0.017485735937952995	0.018001176416873932	1602	82	82	56	8.393649478404361	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	39.94766249848396	16.958765870753464	85.45906829833984	21.939136505126953	284692.0	8.524344444274902	358.124964904786	216.50070190429688	3.3229300325812137	356.29472293984026	3399.973876953125	3389.795166015625	40299.0	2811.413061523437	4044.737353515625	403.84735107421875	48.25730180623941
sub-039_task-vni_run-03_bold	0.0006567517112632235	0.014563836129433726	1	26.921113454794497	1.24105445403487	1.0009023361581568	0.3832710496733171	24192.51171875	0.09595243682429912	75	4.667081518357187	1.7600950627591667	1.6393288029305306	1.8696363853469695	1.77132	0.018745	-0.017570573836565018	0.018353864550590515	1607	82	82	56	8.44364601824561	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	39.62048971621325	16.276336134268988	85.42445373535156	21.744245529174805	284666.0	8.845675468444824	359.34149169921875	218.21502685546875	3.440757153742931	351.99206362065667	3392.55712890625	3381.00634765625	40297.0	2808.2246582031253	4032.4332031249996	400.41522216796875	54.865984403993934
sub-040_task-vni_run-01_bold	0.0008676214196762141	0.010585944533001244	2	25.04014931915261	1.2239659131526475	1.0068214218566998	0.37377619458217626	20657.65234375	0.07123566774683439	4	0.24906600249066002	1.7795981901424536	1.6668616257229285	1.8979396113710987	1.7739933333333333	0.0108474	-0.017699722200632095	0.015844596549868584	1606	82	82	56	7.66662341055264	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	37.028316228792	17.654599565588537	89.07093811035156	23.521793365478516	289531.0	9.152552604675293	409.9156188964844	210.52476501464844	3.9658560740607607	358.7776111033752	3382.8037109375	3383.1572265625	36376.0	2709.645263671875	4068.057373046875	441.2778015136719	61.755018739495426
sub-040_task-vni_run-02_bold	0.00013816084788029927	0.009321000548628429	4	24.91271886153463	1.199639261671864	0.9867472013911407	0.37480329523408445	19903.869140625	0.065763468134783	2	0.12468827930174564	1.7774892922824888	1.66876283541497	1.891941708099163	1.7717633333333334	0.0150606	-0.018017688766121864	0.015362398698925972	1604	82	82	56	7.690674103198813	0.46000000834465027	3.02439022064209	3.02439022064209	3.0	36.69395455686845	17.952981858694304	90.34322357177734	23.896509170532227	289493.0	9.237531661987305	421.6506286621093	213.43450927734375	4.142728468110366	355.72571642433957	3382.6298828125	3385.1748046875	36408.0	2717.284155273437	4064.1588623046882	440.16015625	65.3007838986814
